App,Category,Rating,Price,Reviews,Size,Installs,Type,Content Rating,Genres,Last Updated,Current Ver,Android Ver
EMI Calculator | FD Calculator | RD calculator,FINANCE,4.6,0,106,4.4M,"10,000+",Free,Everyone,Finance,19-Mar-18,5.3,4.0.3 and up
LineStar for FanDuel,SPORTS,4.3,0,1539,14M,"50,000+",Free,Teen,Sports,6-Jun-18,3.0.3,4.0.3 and up
HD Video Download for Facebook,VIDEO_PLAYERS,4.4,0,20755,17M,"1,000,000+",Free,Everyone,Video Players & Editors,16-Mar-18,4.0.3,4.1 and up
Santa Fe FCU Mobile Banking,FINANCE,4.3,0,12,9.0M,"1,000+",Free,Everyone,Finance,22-Jan-18,1.18.4,4.0 and up
FE Connect,TOOLS,4.8,0,24,4.5M,"5,000+",Free,Everyone,Tools,14-Sep-17,2.3.0,4.0.3 and up
FE Civil Engineering Exam Prep,FAMILY,2.8,0,9,21M,"1,000+",Free,Everyone,Education,27-Jul-18,5.33.3669,5.0 and up
FE CREDIT - TET VUI,FINANCE,4.1,0,125,15M,"50,000+",Free,Everyone,Finance,6-Mar-18,1.2.1,4.1 and up
FE Mechanical Engineering Prep,FAMILY,1,0,2,21M,"1,000+",Free,Everyone,Education,27-Jul-18,5.33.3669,5.0 and up
FE Mobile,BUSINESS,3,0,2,8.0M,10+,Free,Everyone,Business,10-Jul-18,1.4.5,4.1 and up
Comunidad De Fe Minitries,LIFESTYLE,5,0,19,11M,500+,Free,Everyone,Lifestyle,1-Mar-18,1.1,4.1 and up
Garena Free Fire,GAME,4.5,0,5534114,53M,"100,000,000+",Free,Teen,Action,3-Aug-18,1.21.0,4.0.3 and up
Safe Santa Fe,FAMILY,5,0,2,12M,"1,000+",Free,Everyone,Education,4-Jul-16,1,4.0 and up
Santa Fe New Mexican e-Edition,NEWS_AND_MAGAZINES,4.1,0,25,17M,"1,000+",Free,Everyone,News & Magazines,21-Jun-18,4.7.4.18.0621,4.1 and up
Note FE Theme And Launcher For Samsung Galaxy,PERSONALIZATION,4.4,0,7,9.8M,"1,000+",Free,Everyone,Personalization,28-Aug-17,1,4.0 and up
FE CPS,FINANCE,3,0,62,17M,"10,000+",Free,Everyone,Finance,26-Jun-17,0.1.8,4.0 and up
Santa Fe Indian Market,FAMILY,3.8,0,4,30M,500+,Free,Everyone,Entertainment,23-Jul-18,5.11,5.0 and up
Repair Hyundai Santa Fe,AUTO_AND_VEHICLES,3.9,0,22,97M,"1,000+",Free,Everyone,Auto & Vehicles,31-Jan-18,1,4.0 and up
Santa Fe Thrive,HEALTH_AND_FITNESS,5,0,2,8.3M,50+,Free,Everyone,Health & Fitness,9-Jul-18,4.2.2,4.1 and up
Theme for Samsung Galaxy Note FE,PERSONALIZATION,4.5,0,52,7.9M,"10,000+",Free,Everyone,Personalization,4-Jul-17,1,2.3.3 and up
Ríos de Fe,LIFESTYLE,5,0,141,15M,"1,000+",Free,Everyone,Lifestyle,24-Mar-18,1.8,4.1 and up
FG Mobile,FAMILY,3.3,0,130,13M,"5,000+",Free,Everyone,Education,21-Dec-17,2.0.0,4.0 and up
Burn Your Fat With Me! FG,HEALTH_AND_FITNESS,4.5,0,38487,60M,"1,000,000+",Free,Teen,Health & Fitness,3-Jul-18,5.1.0,4.1 and up
FG On-The-Go,TOOLS,4.9,0,55,25M,"1,000+",Free,Everyone,Tools,29-Jun-18,2.01.0.2,4.1 and up
BROTHER IN WARS: GUNNER CITY WARLORDS,GAME,4.3,0,8649,39M,"1,000,000+",Free,Teen,Action,26-Jul-18,1.0.3,4.2 and up
Angry Birds Space HD,GAME,4.5,0,43645,46M,"5,000,000+",Free,Everyone,Arcade,25-May-18,2.2.13,4.1 and up
Survival Prison Escape v2: Free Action Game,FAMILY,4.1,0,44027,52M,"5,000,000+",Free,Mature 17+,Strategy,21-Feb-18,1.0.9,2.3 and up
FG VOC,BUSINESS,4.8,0,6,7.7M,"1,000+",Free,Everyone,Business,7-Aug-18,2.1.5,4.1 and up
Police Car Driver,GAME,3.8,0,83671,30M,"10,000,000+",Free,Everyone 10+,Racing,4-May-18,9,4.1 and up
Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,0,164,17M,"10,000+",Free,Everyone,Action,23-Aug-17,1,2.3 and up
Moto Fighter 3D,GAME,3.9,0,85410,39M,"10,000,000+",Free,Everyone 10+,Racing,20-Sep-17,20170920,4.1 and up
BMX Boy,GAME,4.2,0,839206,12M,"50,000,000+",Free,Everyone,Racing,20-Sep-17,1.16.33,4.1 and up
Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,0,20364,45M,"5,000,000+",Free,Everyone,Racing,12-Jul-18,1.2.1,4.1 and up
POLARIS 2MFG,FAMILY,4.8,0,1228,29M,"10,000+",Free,Everyone,Education,28-Mar-18,1.7,4.1 and up
Gun Disassembly 2,FAMILY,4.1,0,26347,48M,"1,000,000+",Free,Everyone 10+,Entertainment,15-Sep-17,14.0.1,2.2 and up
Fields of Battle,GAME,4.1,0,71476,50M,"1,000,000+",Free,Everyone 10+,Action,21-Apr-18,2.14,4.0 and up
Ambulance Simulator 3D,FAMILY,3.9,0,29415,66M,"1,000,000+",Free,Mature 17+,Simulation,11-Dec-16,2.0.1,2.3 and up
Leghe Fantagazzetta,SPORTS,4.1,0,79464,27M,"1,000,000+",Free,Everyone,Sports,6-Aug-18,5.0.8,4.4 and up
Police Car Driving Sim,FAMILY,4.1,0,72522,51M,"10,000,000+",Free,Everyone,Simulation,10-Apr-18,1.54,2.3.3 and up
Toy Attack,GAME,4.2,0,3878,69M,"500,000+",Free,Everyone,Action,4-Apr-18,1.9,4.0.3 and up
Field Goal Tournament,SPORTS,3.7,0,2980,21M,"100,000+",Free,Everyone,Sports,1-Sep-15,1.2.8,2.3 and up
Ghost In Photo,PHOTOGRAPHY,3.9,0,28429,14M,"5,000,000+",Free,Teen,Photography,16-Mar-18,2,2.3 and up
Disney Princess Palace Pets,FAMILY,3.9,0,60097,19M,"1,000,000+",Free,Everyone,Entertainment;Pretend Play,10-Feb-18,5.1,4.2 and up
Police VAZ LADA Simulator,FAMILY,3.6,0,3502,61M,"500,000+",Free,Teen,Simulation,11-Sep-16,1.3,2.3 and up
Scary Video Maker,FAMILY,3.7,0,9296,28M,"500,000+",Free,Teen,Entertainment,24-Jul-18,1.14,4.1 and up
SnowMobile Parking Adventure,GAME,3.6,0,12257,49M,"1,000,000+",Free,Everyone,Racing,9-Sep-16,1.4,2.3 and up
PBS KIDS Games,FAMILY,4.3,0,12919,94M,"1,000,000+",Free,Everyone,Educational;Education,6-Jun-18,1.15.2,4.4 and up
Zombie Sniper 3D III,GAME,3.9,0,8122,23M,"500,000+",Free,Mature 17+,Action,28-Feb-17,1.8,2.3 and up
Family Guy- Another Freakin' Mobile Game,FAMILY,4.5,0,221691,94M,"5,000,000+",Free,Teen,Puzzle,6-Aug-18,1.20.22,4.0.3 and up
FH WiFiCam,PHOTOGRAPHY,2.6,0,201,2.5M,"10,000+",Free,Everyone,Photography,2-May-17,2.1,4.1 and up
HD Themes Volvo FH Trucks,PERSONALIZATION,4.4,0,40,13M,"5,000+",Free,Teen,Personalization,21-Jun-16,1,2.3.3 and up
Familial Hypercholesterolaemia Handbook,MEDICAL,1,0,2,33M,100+,Free,Everyone,Medical,2-Jul-18,2.0.1,4.1 and up
Wallpapers Volvo FH 16 Trucks,PERSONALIZATION,4.2,0,13,15M,"1,000+",Free,Teen,Personalization,18-Jun-16,1,2.3.3 and up
Puzzles Volvo FH 16 Trucks,FAMILY,4.8,0,10,8.2M,"1,000+",Free,Teen,Puzzle,2-Dec-16,1,4.0 and up
Jigsaw Volvo FH 16 Trucks,FAMILY,5,0,5,8.1M,"1,000+",Free,Teen,Puzzle,1-Dec-16,1,4.0 and up
Shoot Hunter-Gun Killer,GAME,4.3,0,320334,27M,"50,000,000+",Free,Teen,Action,8-Aug-18,1.1.2,4.1 and up
FH® Cost Lookup / FH® CCSalud,MEDICAL,4.5,0,30,4.1M,"1,000+",Free,Everyone,Medical,21-Jun-17,4.1.0,4.0.3 and up
FH App,BUSINESS,4.9,0,27,6.0M,100+,Free,Everyone,Business,26-Jul-18,1.0.90,4.0 and up
FH School,FAMILY,5,0,4,5.8M,100+,Free,Everyone,Education,11-Apr-18,1.0.1,4.0.3 and up
Fast Motorcycle Driver 2016,GAME,4.2,0,28151,49M,"1,000,000+",Free,Everyone 10+,Racing,25-Dec-16,1.2,2.3.3 and up
Wallpapers Volvo FH Truck,PERSONALIZATION,4.2,0,4,14M,100+,Free,Teen,Personalization,31-Jul-16,1,2.3.3 and up
Angry Shark 2016,FAMILY,4,0,73185,46M,"5,000,000+",Free,Teen,Simulation,1-Nov-17,1.6,4.0 and up
First Hawaiian Bank Mobile,FINANCE,2.1,0,232,29M,"10,000+",Free,Everyone,Finance,9-May-18,18.1.79,5.0 and up
Strike! Ten Pin Bowling,SPORTS,4.2,0,18584,49M,"5,000,000+",Free,Everyone,Sports,27-Jun-18,1.7.0,4.1 and up
My Truck,TOOLS,2.5,0,247,8.2M,"10,000+",Free,Everyone,Tools,15-Mar-17,1.0.6,4.2 and up
Talking Tom Bubble Shooter,FAMILY,4.4,0,687136,54M,"50,000,000+",Free,Everyone,Casual,25-May-18,1.5.3.20,4.1 and up
Forgotten Hill: Fall,GAME,4.4,0,1063,18M,"50,000+",Free,Teen,Adventure,30-Oct-17,1.7,3.0 and up
Forgotten Hill Mementoes,GAME,4.6,0,2027,56M,"100,000+",Free,Teen,Adventure,19-Mar-18,1.5,4.1 and up
Talking Husky Dog,FAMILY,4.4,0,26545,40M,"1,000,000+",Free,Everyone,Casual,20-Jul-18,2.08,4.1 and up
Bubble Bird Rescue,FAMILY,4.2,0,70753,14M,"5,000,000+",Free,Everyone,Puzzle,7-Aug-18,1.8.6,4.0.3 and up
Forgotten Hill: Surgery,GAME,4.5,0,2431,24M,"100,000+",Free,Teen,Adventure,3-Nov-17,1.4,3.0 and up
Real Airplane Flight Simulator: Pilot Games,FAMILY,3.3,0,21735,37M,"1,000,000+",Free,Everyone,Simulation,11-Jul-18,1.0.03,4.0 and up
Forgotten Hill: Puppeteer,GAME,4.5,0,2917,22M,"100,000+",Free,Teen,Adventure,30-Oct-17,2.6,2.3 and up
Airplane Fly Hawaii,FAMILY,4.1,0,83427,16M,"1,000,000+",Free,Everyone,Simulation,30-Jan-15,2.6,4.1 and up
FiSwitch,TOOLS,4.8,1.99,615,2.0M,"10,000+",Paid,Everyone,Tools,24-Jul-18,5.2,5.0 and up
Signal Info,TOOLS,4.6,0,424,3.5M,"10,000+",Free,Everyone,Tools,19-Dec-17,0.11,6.0 and up
Signal Spy - Monitor Signal Strength & Data Usage,TOOLS,4.4,0,875,8.5M,"100,000+",Free,Everyone,Tools,31-Dec-17,1.9.9.5,5.1 and up
Wi-Fi Auto-connect,COMMUNICATION,3.8,0,15036,253k,"1,000,000+",Free,Everyone,Communication,1-Aug-15,1.2.0,1.6 and up
Smart Wi-Fi Hotspot PRO,COMMUNICATION,3.7,2.99,197,957k,"10,000+",Paid,Everyone,Communication,10-Feb-16,1,2.2 and up
Portable Wi-Fi hotspot Premium,COMMUNICATION,3.7,0.99,481,420k,"10,000+",Paid,Everyone,Communication,16-Dec-15,1.4.0.2,2.3 and up
Avast Wi-Fi Finder,PRODUCTIVITY,4.3,0,37277,13M,"1,000,000+",Free,Everyone,Productivity,26-Feb-18,2.3.1,4.0.3 and up
Police Field Interview FI Card,PRODUCTIVITY,4.5,7.99,112,2.4M,"1,000+",Paid,Everyone,Productivity,16-Mar-17,3,4.0.3 and up
LG Hi-Fi Plus Manager,TOOLS,3.5,0,154,3.4M,"10,000+",Free,Everyone,Tools,6-Sep-16,5.0.6,6.0 and up
WeFi - Free Fast WiFi Connect & Find Wi-Fi Map,COMMUNICATION,4,0,13469,5.1M,"1,000,000+",Free,Everyone,Communication,5-Jun-18,4.7.0.2200000,4.0 and up
Safe Wi-Fi,PRODUCTIVITY,2.9,0,32,9.7M,"1,000+",Free,Everyone,Productivity,3-Aug-18,1.3.22,4.4 and up
[root] Pry-Fi,TOOLS,3.9,0,6736,72k,"500,000+",Free,Everyone,Tools,2-Feb-14,1.2,4.2 and up
WiFi Monitor Pro - analyzer of Wi-Fi networks,TOOLS,4.6,2.99,85,2.4M,"1,000+",Paid,Everyone,Tools,5-Jul-18,1.9,4.0 and up
Candy simply-Fi,LIFESTYLE,2.1,0,2390,35M,"100,000+",Free,Everyone,Lifestyle,17-Jul-18,1.8.4.7,4.4 and up
SCI-FI UI,FAMILY,4.7,1.99,15,3.9M,100+,Paid,Everyone,Entertainment,16-Apr-18,0.0.53,1.6 and up
Wi-Fi Rabbit Unlock Key,TOOLS,4.5,1,142,26k,"5,000+",Paid,Everyone,Tools,26-Jun-11,1.0.0,2.1 and up
Wi-Fi settings shortcut,TOOLS,4.1,0,479,29k,"50,000+",Free,Everyone,Tools,13-Dec-13,1.4,1.6 and up
Wi-Fi Master,TOOLS,4.5,0,3673,5.8M,"500,000+",Free,Everyone,Tools,24-Jul-18,1.2.1,4.1 and up
Micro Fi,FAMILY,3.7,0,39,2.8M,"5,000+",Free,Everyone,Education,12-Feb-14,2.4,2.3.3 and up
fi,FAMILY,2.9,0,691,5.8M,"100,000+",Free,Everyone,Strategy,8-Jun-16,1.0.3,4.0 and up
Portable Wi-Fi hotspot Free,COMMUNICATION,4,0,1711,2.1M,"100,000+",Free,Everyone,Communication,11-Jan-18,1.2.5.4-11,2.3 and up
Wi-Fi Networks,PRODUCTIVITY,4.2,0,115,1.4M,"10,000+",Free,Everyone,Productivity,5-Oct-15,1.4,4.1 and up
FI CFL,FINANCE,3.7,0,112,3.9M,"10,000+",Free,Everyone,Finance,5-Jul-18,1.1.1,5.0 and up
Tassa.fi Finland,LIFESTYLE,3.6,0,346,7.5M,"50,000+",Free,Everyone,Lifestyle,22-May-18,5.5,4.0 and up
TownWiFi | Wi-Fi Everywhere,COMMUNICATION,3.9,0,2372,58M,"500,000+",Free,Everyone,Communication,2-Aug-18,4.2.1,4.2 and up
Jazz Wi-Fi,COMMUNICATION,3.4,0,49,4.0M,"10,000+",Free,Everyone,Communication,10-Feb-17,0.1,2.3 and up
Xposed Wi-Fi-Pwd,PERSONALIZATION,3.5,0,1042,404k,"100,000+",Free,Everyone,Personalization,5-Aug-14,3.0.0,4.0.3 and up
osmino Wi-Fi: free WiFi,TOOLS,4.2,0,134203,4.1M,"10,000,000+",Free,Everyone,Tools,7-Aug-18,6.06.14,4.4 and up
Sat-Fi Voice,COMMUNICATION,3.4,0,37,14M,"1,000+",Free,Everyone,Communication,21-Nov-14,2.2.1.5,2.2 and up
Wi-Fi Visualizer,TOOLS,3.9,0,132,2.6M,"50,000+",Free,Everyone,Tools,17-May-17,0.0.9,2.3 and up
Lennox iComfort Wi-Fi,LIFESTYLE,3,0,552,7.6M,"50,000+",Free,Everyone,Lifestyle,22-Mar-17,2.0.15,2.3.3 and up
Sci-Fi Sounds and Ringtones,PERSONALIZATION,3.6,0,128,11M,"10,000+",Free,Everyone,Personalization,27-Sep-17,4,4.0 and up
Sci Fi Sounds,FAMILY,3.2,0,4,8.0M,"1,000+",Free,Everyone,Entertainment,2-Nov-17,1,4.0 and up
Free Wi-fi HotspoT,COMMUNICATION,4.1,0,382,2.3M,"50,000+",Free,Everyone,Communication,20-Jul-18,2.5,4.0 and up
FJ 4x4 Cruiser Offroad Driving,FAMILY,4.1,0,3543,49M,"500,000+",Free,Everyone,Simulation,4-Jan-17,1.1,2.3 and up
FJ 4x4 Cruiser Snow Driving,FAMILY,4.2,0,1619,43M,"500,000+",Free,Everyone,Simulation,4-Jun-18,1.3,4.0 and up
Wallpapers Toyota FJ Cruiser,PERSONALIZATION,4.2,0,78,10M,"10,000+",Free,Everyone,Personalization,20-Jun-16,1,2.3.3 and up
"FJ Final Join , Circles Game",GAME,4.7,0,32,24M,"1,000+",Free,Teen,Arcade,11-Jul-18,0.24,4.3 and up
FJ Drive: Mercedes-Benz Lease,AUTO_AND_VEHICLES,4.6,0,107,27M,"10,000+",Free,Everyone,Auto & Vehicles,6-Nov-17,2.0.0,4.1 and up
Driving n Parking School 2017,FAMILY,4.5,0,15,46M,"1,000+",Free,Everyone,Simulation,31-May-17,1,2.3 and up
Offroad Cruiser,FAMILY,4.3,0,42432,36M,"1,000,000+",Free,Everyone,Simulation,13-Jul-16,1.3,2.3.3 and up
HD Themes Toyota Cruiser 70,PERSONALIZATION,4.5,0,86,17M,"10,000+",Free,Teen,Personalization,2-Oct-16,1,2.3.3 and up
Toyota Cruisers & Trucks Mag,TRAVEL_AND_LOCAL,4.5,0,10,8.0M,500+,Free,Everyone,Travel & Local,14-Mar-18,3.0.0,4.4 and up
4 x4 Offroad SUV 3D Truck Simulator Driving 2017,FAMILY,4.4,0,32,37M,"1,000+",Free,Everyone,Simulation,6-Dec-17,1,2.3 and up
Cake Shop - Kids Cooking,FAMILY,4.3,0,30668,33M,"5,000,000+",Free,Everyone,Casual;Pretend Play,16-Jul-18,2.1.3181,4.0.3 and up
OFF-ROAD SIMULATOR 4x4 : REAL,FAMILY,4.2,0,109,25M,"10,000+",Free,Everyone,Simulation,15-Apr-17,1.4,2.3 and up
HD Themes Toyota Cruiser 200,PERSONALIZATION,3.7,0,3,15M,100+,Free,Teen,Personalization,1-Oct-16,1,2.3.3 and up
Offroad 4x4 Car Driving,FAMILY,4.3,0,26224,43M,"1,000,000+",Free,Everyone,Simulation,29-Apr-17,1.0.4,2.3 and up
Motocross Beach Jumping 3D,FAMILY,4,0,105954,43M,"10,000,000+",Free,Teen,Simulation,5-Jun-18,1.7.3,4.1 and up
Offroad drive : 4x4 driving game,GAME,3.5,0,2071,36M,"100,000+",Free,Everyone,Racing,29-Jun-18,1.0.3,4.1 and up
Hair saloon - Spa salon,FAMILY,4.2,0,38473,23M,"10,000,000+",Free,Everyone,Casual;Pretend Play,11-Apr-18,1.0.5,4.1 and up
Rope Hero: Vice Town,GAME,4.4,0,452589,99M,"10,000,000+",Free,Mature 17+,Action,1-Jul-18,2.2,4.0 and up
Drive 4x4 Luxury SUV Jeep,GAME,4.2,0,2183,46M,"500,000+",Free,Everyone,Racing,10-Jul-18,1.12,2.3 and up
Motocross Mayhem,GAME,3.8,0,35171,45M,"1,000,000+",Free,Everyone,Racing,11-Feb-14,1.2,2.3 and up
Funny Jokes,FAMILY,3.9,0,2505,2.9M,"100,000+",Free,Mature 17+,Entertainment,18-Jun-18,1.2,4.1 and up
Flight Simulator: Fly Plane 3D,FAMILY,4,0,660613,21M,"50,000,000+",Free,Everyone,Simulation,1-Mar-17,1.32,2.3 and up
Motocross Fun Simulator,FAMILY,3.8,0,22570,35M,"1,000,000+",Free,Everyone,Simulation,9-Jan-17,1.2,2.3.3 and up
Dino Defends king 3 ??Dinosaur T rex Hunter Games,GAME,3.6,0,182,41M,"50,000+",Free,Teen,Adventure,1-Mar-18,2.1,4.1 and up
Fast Notes FJ,PRODUCTIVITY,4.2,0,12,2.2M,500+,Free,Everyone,Productivity,12-Aug-14,8.0.0,2.2 and up
Block Gun 3D: Haunted Hollow,GAME,3.8,0,16282,35M,"1,000,000+",Free,Teen,Action,9-Oct-17,1.1.4,2.3 and up
Driving Suv Toyota Car Simulator,FAMILY,3.7,0,187,54M,"10,000+",Free,Everyone,Simulation,12-Nov-17,1,4.0 and up
Navy Gunner Shoot War 3D,GAME,4,0,103199,44M,"10,000,000+",Free,Teen,Action,2-Aug-18,1.0.7.8,4.2 and up
Drift Legends,GAME,4.2,0,33788,27M,"1,000,000+",Free,Everyone,Racing,29-Mar-18,1.8.5,4.1 and up
FK,MEDICAL,4.4,0,1517,8.5M,"100,000+",Free,Everyone,Medical,13-Jul-18,2.5.9,2.3 and up
Fairy Kingdom: World of Magic and Farming,FAMILY,4.4,0,129542,63M,"1,000,000+",Free,Everyone,Strategy;Creativity,23-Jul-18,2.4.9,4.0.3 and up
FK Željezni?ar,SPORTS,4.9,0,1420,20M,"10,000+",Free,Everyone,Sports,12-Jul-18,2.5.0,4.2 and up
FK CLASSIC FOR YOU,BUSINESS,5,0,1,3.5M,10+,Free,Everyone,Business,20-Feb-18,1.1.0,4.0 and up
Ray Financial Calculator Pro,FINANCE,4,2.99,67,2.4M,"10,000+",Paid,Everyone,Finance,3-Jul-17,4,3.2 and up
Toy Truck Rally 3D,GAME,4,0,301895,25M,"50,000,000+",Free,Everyone,Racing,23-May-18,1.4.4,4.1 and up
FK Crvena zvezda,SPORTS,4.9,0,1211,15M,"10,000+",Free,Everyone,Sports,22-Jan-18,1.0.1,4.4 and up
PRO MX MOTOCROSS 2,GAME,3.8,0,25275,21M,"5,000,000+",Free,Everyone,Racing,11-Aug-17,1.1,2.3 and up
FK Željezni?ar Izzy,FAMILY,4.9,0,119,17M,"1,000+",Free,Everyone,Entertainment,18-Nov-16,1,4.4 and up
FK Atlantas,SPORTS,1.5,0,2,26M,5+,Free,Everyone,Sports,21-Feb-18,1,4.1 and up
FK Dedinje BGD,SPORTS,5,0,36,2.6M,100+,Free,Everyone,Sports,11-Feb-17,1.1,4.0 and up
FK Crvena Zvezda Izzy,TOOLS,4.8,0,1456,15M,"50,000+",Free,Everyone,Tools,14-Nov-16,1.2,4.4 and up
Crazy Freekick,SPORTS,3.9,0,47688,17M,"5,000,000+",Free,Everyone,Sports,18-May-16,1.0.15,2.3 and up
FL State Parks Guide,TRAVEL_AND_LOCAL,3.7,0,871,45M,"100,000+",Free,Everyone,Travel & Local,27-Oct-17,5.29.23 Domain 253,4.4 and up
FL SW Fishing Regulations,SPORTS,4.6,1.99,60,24M,"1,000+",Paid,Everyone,Sports,7-Mar-14,1.03,2.2 and up
Permit Test FL Florida DHSMV,FAMILY,4.7,0,246,11M,"10,000+",Free,Everyone,Education,12-Oct-17,2.9.0,4.1 and up
FL Lottery Results,FAMILY,4.6,0,1481,3.1M,"50,000+",Free,Teen,Entertainment,31-Mar-18,3.7,4.1 and up
Florida DMV Permit Test -Fl,FAMILY,4.3,0,87,30M,"10,000+",Free,Everyone,Education,15-Feb-18,6.0.3,4.4 and up
Lottery Results: Florida,FAMILY,4.2,0,582,3.2M,"100,000+",Free,Teen,Entertainment,22-Jan-18,4,4.0 and up
Scratch-Off Guide for FL Lotto,FAMILY,4.6,0,25,5.6M,"5,000+",Free,Everyone,Entertainment,4-Jul-18,1.11,4.0.3 and up
"Charlotte County, FL",PRODUCTIVITY,4.7,0,10,7.1M,"1,000+",Free,Everyone,Productivity,23-Feb-17,3.9.4,4.0.3 and up
Results for FL Lottery,NEWS_AND_MAGAZINES,4.6,0,146,7.1M,"10,000+",Free,Everyone,News & Magazines,28-Feb-17,3,4.1 and up
Check Lottery Tickets - Florida,FAMILY,2,0,27,31M,"5,000+",Free,Teen,Entertainment,17-Oct-17,2.1,4.0.3 and up
Fish|Hunt FL,LIFESTYLE,3.6,0,853,34M,"100,000+",Free,Everyone,Lifestyle,22-Mar-18,3.2.0,4.1 and up
Florida 511,TOOLS,3.2,0,148,9.2M,"50,000+",Free,Everyone,Tools,14-Aug-17,1.0.18,4.0.3 and up
Florida Storms,WEATHER,3.8,0,116,36M,"10,000+",Free,Everyone,Weather,26-Dec-17,2.0.11,4.4 and up
FL Racing Manager 2018 Lite,SPORTS,4,0,1338,15M,"100,000+",Free,Everyone,Sports,17-Mar-18,1.18,3.0 and up
Florida Tides & Weather,WEATHER,3.8,6.99,30,2.0M,"1,000+",Paid,Everyone,Weather,6-May-15,2.0.0,2.3 and up
FL Tax-Verify,BUSINESS,3.8,0,17,6.1M,"5,000+",Free,Everyone,Business,9-Nov-16,1.1.3,4.0 and up
FL Racing Manager 2015 Pro,SPORTS,4.4,0.99,656,22M,"5,000+",Paid,Everyone,Sports,12-Mar-16,0.858,3.0 and up
Lottery Driver- Florida Result,FAMILY,4.4,0,70,4.4M,"5,000+",Free,Teen,Entertainment,16-Apr-17,2.5,4.1 and up
Florida Travel Guide,TRAVEL_AND_LOCAL,3.8,0,11,86M,"1,000+",Free,Everyone,Travel & Local,11-Jul-18,6.8.2,4.1 and up
The Florida Trail Guide,TRAVEL_AND_LOCAL,4.3,0,100,13M,"5,000+",Free,Everyone,Travel & Local,1-Apr-17,6.0.18,4.1 and up
Florida - Pocket Brainbook,BOOKS_AND_REFERENCE,4.6,0,7,12M,"1,000+",Free,Everyone,Books & Reference,19-Mar-18,1.0.9,4.4 and up
Lottery Ticket Checker - Florida Results & Lotto,TOOLS,1,0,3,41M,500+,Free,Everyone,Tools,12-Dec-17,1,4.2 and up
Florida Statutes (FL Code),BOOKS_AND_REFERENCE,3.2,0,5,8.2M,"1,000+",Free,Everyone,Books & Reference,21-Oct-17,1.5,4.4 and up
Discovery Church Florida,LIFESTYLE,4.7,0,40,8.0M,"1,000+",Free,Teen,Lifestyle,25-Jun-18,3.8.0,4.1 and up
FL Racing Manager 2018 Pro,SPORTS,4.3,1.99,340,15M,"5,000+",Paid,Everyone,Sports,17-Mar-18,1.18,3.0 and up
Florida Driver License Test,FAMILY,4.5,0,65,470k,"5,000+",Free,Everyone,Education,30-Jan-16,2,2.1 and up
Free Florida DMV Test 2018,FAMILY,4.1,0,665,5.3M,"50,000+",Free,Everyone,Education,24-May-18,8.1,4.0.3 and up
Canvas FL,FAMILY,4.9,0,36,9.4M,"1,000+",Free,Teen,Education,25-Jun-18,3.8.0,4.1 and up
Florida Lottery Results,NEWS_AND_MAGAZINES,4.1,0,763,2.2M,"100,000+",Free,Everyone,News & Magazines,18-Dec-15,2,2.3.3 and up
Florida Cooling Supply HVAC,PRODUCTIVITY,4.2,0,6,43M,500+,Free,Everyone,Productivity,27-Jul-18,8.1.10.41,4.4 and up
Restaurant Inspections - FL,HEALTH_AND_FITNESS,3.5,0,143,226k,"10,000+",Free,Everyone,Health & Fitness,12-Jun-13,1.1,2.2 and up
Florida Keys,TRAVEL_AND_LOCAL,4.2,0,92,20M,"10,000+",Free,Everyone,Travel & Local,6-Apr-17,4.1,4.0.3 and up
South Florida AA Meetings,LIFESTYLE,5,0,10,21M,"1,000+",Free,Everyone,Lifestyle,24-May-18,2.18,4.1 and up
Florida Travel Guide - TOURIAS,TRAVEL_AND_LOCAL,3.8,0,80,37M,"10,000+",Free,Everyone,Travel & Local,30-Jul-18,3.21,4.0 and up
Florida State Gameday,SPORTS,4.7,0,1566,26M,"50,000+",Free,Everyone,Sports,13-Jul-18,9.19.2,4.1 and up
"News-Journal-Daytona Beach, FL",NEWS_AND_MAGAZINES,4.5,0,76,7.8M,"5,000+",Free,Everyone,News & Magazines,3-Jul-18,5,4.4 and up
"Trinity Church Deltona, FL",LIFESTYLE,5,0,33,28M,500+,Free,Everyone,Lifestyle,7-May-18,1.9.0.0,2.3.3 and up
FL Drone 2,PHOTOGRAPHY,3.3,0,41,7.8M,"5,000+",Free,Everyone,Photography,17-Aug-17,1.0.7,2.2 and up
"Beacon Baptist Jupiter, FL",LIFESTYLE,5,0,14,2.6M,100+,Free,Everyone,Lifestyle,13-Oct-17,2.4,4.0.3 and up
University of Florida,FAMILY,4,0,168,7.6M,"10,000+",Free,Everyone,Education,2-Oct-17,2,4.1 and up
"Ocala Star Banner, FL",NEWS_AND_MAGAZINES,4.5,0,75,8.1M,"5,000+",Free,Everyone,News & Magazines,25-Jul-18,5.1,4.4 and up
Alachua County Sheriff FL,LIFESTYLE,3.2,0,5,9.5M,100+,Free,Everyone,Lifestyle,13-May-15,1,4.0 and up
Lotto Results - Mega Millions Powerball Lottery US,NEWS_AND_MAGAZINES,4.5,0,14221,1.8M,"1,000,000+",Free,Teen,News & Magazines,11-Dec-15,2.0.3,2.3.3 and up
